<<<<<<< HEAD
Location,State,Swag Cost,Type, Useful/Important/Other Info,Website,"Swag Pics - If available, and may not be current.",lat,lng
=======
Location,State,Swag Cost,Type, Useful/Important/Other Info,Website,"Swag Pics - If available, and may not be current.",lat,lng
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Acadia National Park Hulls Cove Visitor Center,Maine,$$,National,"**September 2025, member reports that there was a Bark Ranger Hike that has already passed, so be sure to keep an eye open for future events like this. 
**September 2025, tags are sold out online.
**July 2025 member reports that info here is correct but added dogs are allowed on the Nature Cruise. 
**July 2025, member reports all well behaved dogs can ride the Island Explorer buses throughout Acadia.
**May 2025, member reports tags are back in stock and had to ask for it.
**April 2025, according to Acadia website, park loop road and paved roads open April 15, unpaved roads open May 15th. Hull Cove Visitor Center set to open May 2, 2025.


Website
Video explaining program at https://www.nps.gov/articles/be-an-acadia-bark-ranger.htm

https://shop.americasnationalparks.org/products/acadia-bark-ranger-dog-tag?fbclid=IwY2xjawMtvnBleHRuA2FlbQIxMABicmlkETFIc216RnJHQ0l0SkZBZmZrAR5hNOr-l6_kw2Q4Mu_Q_a0Vea2vP3snF6gmLIOkgqNDKeb1ngLgXIWXpqu-pw_aem_YDpX2sj21MZ2tHosJmW0ww","Video explaining program at https://www.nps.gov/articles/be-an-acadia-bark-ranger.htm 

https://shop.americasnationalparks.org/products/acadia-bark-ranger-dog-tag?fbclid=IwY2xjawMtvnBleHRuA2FlbQIxMABicmlkETFIc216RnJHQ0l0SkZBZmZrAR5hNOr-l6_kw2Q4Mu_Q_a0Vea2vP3snF6gmLIOkgqNDKeb1ngLgXIWXpqu-pw_aem_YDpX2sj21MZ2tHosJmW0ww","https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-01-31%20at%2010.52.40%20AM.png/:/

<<<<<<< HEAD
https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-06-15%20at%2012.25.07%20PM.png/:/",44.4089658,-68.2472733
Agate Fossil Beds National Monument,Nebraska,Free,National,"November 2024, group moderator report validates other details.  There is no cell service and the nearest gas is 30 miles away. The website indicates an activity booklet.  Daemonelix and Fossil Hills Trails are dog friendly. 
June 2024 member reports no site specific merchandise.",https://www.nps.gov/agfo/planyourvisit/pets.htm,"https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-02-01%20at%2010.27.18%20PM.png/:/rt=d:90/cr=t:0%25,l:0%25,w:100%25,h:100%25

https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-02-01%20at%2010.22.37%20PM.png/:/rs=w:719,h:674",42.4251377,-103.7341933
"Alaska Maritime National Wildlife Refuge, Homer, AK",Alaska,Free,US Fish and Wildlife,"On Monday mornings they do a group walk to learn how to be a good Bark Ranger.  If you are not there on Monday, you are able to speak to a ranger to get a badge.  Dogs are not allowed in the visitor center, but are allowed on all trails.  There is a metal site specific tag. Homer is very dog friendly with pup menus at restaurants. ",https://www.fws.gov/refuge/alaska-maritime,"https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-06-29%20at%205.58.16%20PM.png/:/rs=w:403,h:585",59.6411718,-151.5397425
Allegheny Portage Railroad National Historic Site,Pennsylvania,Unknown,National,July 2025 member reports this Bark Ranger program.  No info given other than the picture of a bone shaped tag and a certificate.  The tag only shows one side and the side shown does not show site specific.  ,https://www.nps.gov/alpo/planyourvisit/pets.htm,https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-07-27%20at%204.09.38%20PM.png/:/,40.4588423,-78.5494127
=======
https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-06-15%20at%2012.25.07%20PM.png/:/",44.4089658,-68.2472733
Agate Fossil Beds National Monument,Nebraska,Free,National,"November 2024, group moderator report validates other details.  There is no cell service and the nearest gas is 30 miles away. The website indicates an activity booklet.  Daemonelix and Fossil Hills Trails are dog friendly. 
June 2024 member reports no site specific merchandise.",https://www.nps.gov/agfo/planyourvisit/pets.htm,"https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-02-01%20at%2010.27.18%20PM.png/:/rt=d:90/cr=t:0%25,l:0%25,w:100%25,h:100%25

https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-02-01%20at%2010.22.37%20PM.png/:/rs=w:719,h:674",42.4251377,-103.7341933
"Alaska Maritime National Wildlife Refuge, Homer, AK",Alaska,Free,US Fish and Wildlife,"On Monday mornings they do a group walk to learn how to be a good Bark Ranger.  If you are not there on Monday, you are able to speak to a ranger to get a badge.  Dogs are not allowed in the visitor center, but are allowed on all trails.  There is a metal site specific tag. Homer is very dog friendly with pup menus at restaurants. ",https://www.fws.gov/refuge/alaska-maritime,"https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-06-29%20at%205.58.16%20PM.png/:/rs=w:403,h:585",59.6411718,-151.5397425
Allegheny Portage Railroad National Historic Site,Pennsylvania,Unknown,National,July 2025 member reports this Bark Ranger program.  No info given other than the picture of a bone shaped tag and a certificate.  The tag only shows one side and the side shown does not show site specific.  ,https://www.nps.gov/alpo/planyourvisit/pets.htm,https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-07-27%20at%204.09.38%20PM.png/:/,40.4588423,-78.5494127
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
"Alum Creek State Park Visitor Center, Lewis Center Road, Lewis Center, OH",Ohio,Free,State,"**March 2025, member reports site is back up and running. Member went to the visitor center and asked, they did a oledge and gave the dog a bandana , treat, and certificate. 
**February 2025, member reports site is closed until March. 
**November 2024, members reported trouble finding rangers on Sunday, maybe due to reduced hours for the winter. Call ahead. There is a site specific bandana.   ",https://www.recreation.gov/camping/gateways/308 https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/alum-creek-state-park,"https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-03-09%20at%207.41.09%20PM.png/:/

<<<<<<< HEAD
https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-02-01%20at%2010.23.04%20PM.png/:/",40.190975,-82.9707806
=======
https://img1.wsimg.com/isteam/ip/75c16236-4e71-4e6e-8797-989db4ba533d/Screen%20Shot%202025-02-01%20at%2010.23.04%20PM.png/:/",40.190975,-82.9707806
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
